"","Coprococcus [Genus]","Anaerostipes [Genus]","Coprococcus catus","Ruminococcus [Genus]","Ruminococcaceae [Family]","Clostridiales [Order]","Clostridium [Genus]","Oscillospira [Genus]","Lachnospiraceae [Family]","Ruminococcus bicirculans","Ruminococcus callidus","Ruminococcus bromii","Faecalibacterium prausnitzii","Faecalibacterium [Genus]","Methanobrevibacter [Genus]","Butyricicoccus pullicaecorum","Christensenellaceae [Family]","Klebsiella pneumoniae","Escherichia coli","Haemophilus parainfluenzae","Bilophila [Genus]","Desulfovibrio [Genus]","Actinomyces odontolyticus","Bifidobacterium [Genus]","Bifidobacterium longum","Akkermansia muciniphila","Bacteroides [Genus]","Bacteroides vulgatus","Bacteroides ovatus","Bacteroides uniformis","Prevotella [Genus]","Prevotella copri","Prevotella stercorea","Parabacteroides [Genus]","Parabacteroides distasonis","Rikenellaceae [Family]","Butyricimonas [Genus]","S24-7 [Family]","Turicibacter [Genus]","Phascolarctobacterium [Genus]","Coriobacteriaceae [Family]","Collinsella aerofaciens","Senegalimassilia anaerobia","SMB53 [Genus]","[Mogibacteriaceae] [Family]","Mogibacterium [Genus]","Streptococcus thermophilus","[Eubacterium] biforme","Erysipelotrichaceae [Family]","Catenibacterium mitsuokai","Ralstonia solanacearum","Blautia [Genus]","Blautia wexlerae","Blautia obeum","Lachnospira [Genus]","Blautia hominis","Roseburia [Genus]","Roseburia faecis","Dorea [Genus]","[Ruminococcus] [Genus]","Fusicatenibacter saccharivorans","Dorea formicigenerans","Coprococcus eutactus","Dorea longicatena","Anaerostipes hadrus"
"Desulfovibrio [Genus]",-0.0272544699244347,0.439994042299628,-0.53969424115012,-0.399764888014005,-0.180958738002743,-0.317578000816274,-0.21489768045809,-0.390712070987417,0.114120433062861,0.0834337466165672,0.107938753913392,-0.241150525643951,0.0684843949428359,-0.264241944681053,-0.130935576230478,0.211210497454916,-0.3679861296435,-0.108359884719601,0.345160678816069,-0.13280552691766,-0.0487186331110669,0,0.0160934988225468,0.0138989174727158,-0.0276236950094755,-0.0693131028934319,0.649251798190867,0.213846101627866,-0.387965139794512,-0.358001258443477,-0.305529588527271,-0.213248062307496,-0.0575638314670714,-0.239276434770867,0.123390798551761,0.0998806353739071,-0.0464660676115021,-0.0434436470077914,0.512223518884481,0.158841604509653,-0.145703561473273,-0.0667776665566088,-0.163604692753268,0.0900929606848933,-0.410979500791456,-0.252178214745383,0.386565215990852,0.258969841300657,0.0484375301569826,-0.0410754897077196,0.111636449865141,0.0754318273579975,0.0474695574411962,-0.0301151287215038,0.16358306480404,0.446952662747091,0.082483799911126,0.544834278841023,0.458570427006532,0.109018287056724,0.115345961060258,-0.0963687167221218,-0.0668006369357817,-0.0351899658675296,0.231490602709032
"Actinomyces odontolyticus",-0.329242378028004,0.371300400794455,-0.0903473870701969,0.164484629210071,0.248327855395337,0.296283986511313,-0.355911361765789,-0.0297810620483171,0.0802179294992178,-0.475651122366477,0.232969722762609,0.37494429835888,0.281700833548214,-0.554485509267331,0.488639742069739,0.141367290637922,0.26134060936824,-0.1215879488229,0.264466983867142,0.336342431420398,0.156896344546159,0.0160934988225468,0,-0.290495261377694,-0.202259932710724,-0.409882000362989,0.430905093744491,0.039425370332794,-0.534452479433987,-0.240360292909842,0.268551697766739,-0.145449847862386,0.168605099358963,0.483529476973707,0.163715371413432,-0.19385893033085,-0.536072785060085,-0.137423846067466,-0.298877773255247,0.249416224518328,0.250905626287146,-0.237296309863345,0.23226562856118,-0.126538548689466,-0.0972785848727249,-0.0931592567165877,0.0489369163055438,-0.646561067227916,-0.453896845831323,0.431205174720596,0.407473149696765,0.131314792542596,-0.0398464198461507,-0.357899623926666,0.452267538868105,-0.214675900834326,0.0459652613351573,0.174671053104133,-0.00479988210984776,-0.0111260178135099,-0.161684387588695,-0.2416101188242,0.430794461613353,0.313156886639948,-1.13774862113803
"Bifidobacterium [Genus]",0.220248516895656,-0.359982280851966,0.577594834400754,0.195065420532257,0.0529561272250282,0.0736742845674624,0.0593773462005569,0.140053303343247,0.328493410467824,-0.0997166720865032,-0.270704013970867,-0.201892899251569,0.155544957954286,-0.468747337286577,-0.18091765620666,-0.222603766139868,-0.144598808025294,-0.107854884318629,-0.599061384649777,0.470991763313955,-0.415752646491765,0.0138989174727158,-0.290495261377694,0,-0.214815623659217,0.0286042035214455,-0.171254803616201,-0.40955801174609,-0.256312813850082,-0.215601348087732,0.271194570098539,0.477141549872713,0.281467414107755,-0.0234111111862402,-0.45016086303117,0.0508798469221373,-0.785271854717125,-0.172967193092916,0.541056371734401,0.0913494509142544,0.198078842387098,-0.14581529734055,0.285520734647696,0.577603315835289,0.220390768275795,0.561214393811496,-0.118245863005814,0.335304094033999,-0.0686095173463726,0.188132122665462,0.645275087604215,-0.155461911192317,-0.2638363141283,-0.0993513341737672,0.599464573708888,-0.101958205492976,-0.0203946225319654,0.0293071801656978,-0.0501125723183181,-0.3453084099059,-0.0312428394720878,0.135239735779326,0.19440911443898,-0.0406219329088306,0.266720854702207
"Bifidobacterium longum",0.0463914285493691,0.0126112545793732,0.444130578572034,0.303079979726551,0.271053282730747,0.300996093885349,0.194288723398441,0.328316778279693,0.0800745498522643,-0.109868934210142,-0.192284534692087,-0.406044866729461,-0.12350818332614,0.490911645223042,0.407692306721358,-0.349803731948654,-0.0564449053703408,-0.251400660534035,0.280388875921942,0.233786729936804,0.181424392414303,-0.0276236950094755,-0.202259932710724,-0.214815623659217,0,-0.0661997729543333,0.357175475031145,-0.209045850246679,-0.224697074692019,-0.0337084262472774,0.17058985559224,0.13497889403222,0.109028276501284,0.548051401704881,0.012063922312229,-0.0773028599347682,-0.350871033623344,0.0464865026939881,-0.189458624859041,-0.0979459708144784,0.181008859668531,0.206554103220023,0.130833359110649,0.0466228789949925,0.394529793820223,-0.363292011926122,-0.0376437411825286,-0.178085037291171,0.280735728413975,0.0433456053876567,-0.0237781217185763,-0.0987338431787604,0.00121182412733137,-0.156128179697449,0.180624283063706,-0.0880473727775392,-0.316396416001403,-0.189937252777002,0.187326628392774,-0.305313243030748,0.0112222457787456,-0.00439703671812056,-0.00627694628715372,-0.143662435361581,-0.314308799888103
"Akkermansia muciniphila",0.0776494066152445,-0.294928749653063,-0.101369997436036,-0.0541922488818159,-0.00973474923528958,0.0333673931277798,-0.0825323173150202,-0.261671396720317,0.214484298084635,0.3279830486744,-0.0489457670792163,0.351802058213048,0.0823954110048631,0.130234233196284,-0.454040570789838,0.110400000199272,-0.0661453149806164,0.15653024343495,0.251146276546857,0.247623194745362,-0.209514901915658,-0.0693131028934319,-0.409882000362989,0.0286042035214455,-0.0661997729543333,0,-0.156966335748434,0.0420204943103143,0.0865094412275717,-0.167528452241326,0.139017791644007,-0.0479056885504846,0.10625929817313,-0.0548991759023196,-0.136652440134276,0.0890722829792106,0.00983596204575186,-0.145158194304412,0.318586960470593,-0.302464010222955,-0.105285109794687,0.325886556820116,0.272113044206432,0.00945685950830012,-0.0370240251099192,0.263235364440754,0.429168199002909,-0.190266230329606,0.0524703554368382,-0.406811580566053,0.212527783365904,-0.0183877536621598,0.0693668378949232,-0.087392415532068,-0.346462226866407,0.258673927802789,-0.168258089201954,-0.311242311807613,0.233072198022347,-0.0630032637509623,0.0569810986209462,0.104739021162923,0.00304972024933545,0.263442911306932,0.305365219326143
"Bacteroides [Genus]",-0.267820760035295,0.156791921380979,-0.584016564428371,-0.13400910952504,0.249457135690024,0.114662100402828,0.0305079074079912,0.102513802284758,-0.202102481076465,0.139361039114533,0.00585585911723047,0.0805052598788852,0.0760502587480013,-0.119616748592751,-0.101712337392875,-0.204283185223666,0.0259543831483702,0.21001050934179,0.298737422058411,-0.0272734151052211,-0.103317212163455,0.649251798190867,0.430905093744491,-0.171254803616201,0.357175475031145,-0.156966335748434,0,-0.243998057956806,-0.363800522381023,-0.442286078512016,0.0699637936091707,-0.00332120581522394,-0.223498969826979,0.295977522962376,-0.114497195922464,-0.410543200783416,0.513400465437635,-0.0483838641127048,-0.0717079124106549,-0.119945814213523,0.17776181557535,0.156610532653527,0.0884906899651172,0.0783893334084306,0.198368200726166,-0.101768066860829,0.396252396089691,-0.278501676461819,0.0165359415730352,0.340954756601968,0.130705917960635,-0.00500503910514311,-0.0755494810377662,-0.230993858811079,-0.129301735346631,-0.0761102797346725,-0.0634407961897894,0.0379889307997398,0.0447629725970535,-0.187722955178472,-0.174216176272514,-0.0839079471318947,0.0914786477231188,-0.112542326950344,-0.395457785838885
"Bacteroides vulgatus",-0.0814876323367086,0.292537934604497,-0.396015495150248,-0.252673333187834,-0.236247101646208,-0.536798656389177,-0.0599463554052884,-0.389620461243978,0.206558175049203,0.334266862463605,0.100282268053352,-0.0337706607180805,0.164803803701885,-0.0489266589552118,-0.289902999416966,-0.111447756577209,-0.661845164968987,-0.145044933111133,-0.105431043980103,0.5969491424992,-0.289808928876393,0.213846101627866,0.039425370332794,-0.40955801174609,-0.209045850246679,0.0420204943103143,-0.243998057956806,0,0.0898308846474932,-0.0519380224742122,-0.367077551160611,0.234687829652161,0.175630326125835,0.11926519605917,0.0214639031124972,-0.432109587590426,-0.0235560937250654,-0.00674540610086491,-0.0756763947772933,-0.0521920526058683,-0.247894939658338,-0.00176274002549675,-0.263044084959296,0.325032861152074,-0.111076183765218,0.011768110140675,0.115279981029609,-0.398399868060541,-0.113431940957724,-0.0683455659910355,0.379232154246966,0.156413290162054,0.253829791855065,-0.123873124304113,0.291324283445742,0.108592546993149,0.330348068421445,-0.633130139282868,0.046185265827792,0.0606970973078936,0.151566911343046,0.229100708722739,0.344898859096744,0.255260339580005,0.00076979979742936
"Bacteroides ovatus",-0.101048885508502,0.402699003736883,-0.452811426793906,0.0522976237702978,-0.222190139133213,-0.175494123620145,0.0755043767096624,-0.184464091616525,-0.234928629057635,0.292703610684158,-0.305470200916832,-0.23790445806153,-0.117269852037061,0.274161275650187,0.465356801331921,-0.323274348410059,0.103204244640088,-0.327751919992978,-0.138527958692561,0.178129724200503,-0.290887269351816,-0.387965139794512,-0.534452479433987,-0.256312813850082,-0.224697074692019,0.0865094412275717,-0.363800522381023,0.0898308846474932,0,-0.232761140288894,-0.138905727675436,-0.135171386649886,0.0768796961429114,0.105570425946062,0.00112064190753103,-0.152246247723509,0.00935756961684804,-0.374132117514285,-0.138248926576702,0.235765363629193,0.122972069816608,-0.143388025505938,-0.35388947498519,-0.130189095302808,0.0238058849176299,-0.0639790222365351,-0.0485081633134953,-0.251503266923701,-0.0887120342856935,0.249755647432972,0.337186660473245,-0.0541645567251604,-0.25700975053887,0.0199799831254656,0.258706862138771,-0.0115471660733627,0.0164005689653002,-0.231566237612027,-0.183804853542171,0.128302271422003,-0.411182558538499,-0.275356661935399,0.659436357314743,-0.0494346075147617,-0.15887006674839
"Bacteroides uniformis",0.0499107944761562,0.614691977036896,-0.628155832487501,-0.0257372943824008,-0.0707609552717096,-0.300964604434635,-0.274525079679449,-0.295821079898719,0.195335011960193,-0.251584168062748,-0.44728552797227,-0.0146570397351604,-0.00982784677875362,-0.0752249650532376,0.13696941998358,0.0946864333860063,-0.0466229887497744,0.0709119232963907,0.0987153548674038,-0.079428470890671,-0.448389717520244,-0.358001258443477,-0.240360292909842,-0.215601348087732,-0.0337084262472774,-0.167528452241326,-0.442286078512016,-0.0519380224742122,-0.232761140288894,0,-0.12935047253374,0.106129727756118,-0.0637543211169481,0.0300341399011881,-0.34630867987848,-0.0866982025150991,-0.0424390353681395,-0.165699399792005,-0.31957971316311,0.134472607313946,-0.452113762370873,0.0598106705521388,-0.10710241153225,0.446267366547354,0.365155816182487,-0.0112526498233282,-0.241691017161154,-0.00478453035175924,0.338000696284976,0.213584672995663,0.988979506599021,0.115350553163794,0.0100309579883035,-0.175395208608035,0.0956839073759715,-0.201675173074455,-0.062272671250622,-0.717431786545085,0.254537900151041,0.187652431560463,-0.142439491386031,0.101579833909147,0.42220091535035,-0.0085383444163155,-0.132480899952238
"Prevotella [Genus]",-0.0312220888255011,0.336389796160866,0.191017602570535,-0.202379358096172,-0.172844054562393,-0.102915395789866,-0.25100058467087,-0.0526219839977582,-0.252860535239195,0.21920649451739,-0.42262889296735,-0.259141430836123,-0.594348524910434,-0.0267212975510447,-0.17274151360075,-0.13025681162077,0.19804887266661,0.0538333551887226,-0.155973939869481,-0.0923459436888305,-0.222120896653014,-0.305529588527271,0.268551697766739,0.271194570098539,0.17058985559224,0.139017791644007,0.0699637936091707,-0.367077551160611,-0.138905727675436,-0.12935047253374,0,0.0782035614774188,0.113250748444483,-0.372357112355895,0.130534860503228,0.0264666409350706,-0.271949987834281,0.192462459131281,0.152764061704597,-0.569190454260708,-0.198443779919717,-0.248408092327238,-0.260368009888078,-0.220189680995902,0.107931204711102,-0.117267946991674,0.42984981601116,0.143378901711518,0.384963903104902,-0.685499474863702,-0.0219978782170975,-0.142148275420464,0.0853748827641142,-0.0944943839568992,0.0784300022382117,-0.438061433863009,-0.263632304023705,0.166649219337581,0.164708426444541,-0.0361804215838273,0.00861770585878224,0.101178033186424,-0.194992547915506,-0.10812783385651,-0.21652023685268
"Prevotella copri",0.00183734122468587,-0.200268199345209,0.553114663764732,0.12059427621481,-0.0117091779355838,0.13371847483952,0.101836818648396,0.139420197546845,0.0108723232248955,0.171835550266387,0.108281780448958,0.0315574549669881,0.0451175992476371,0.170294926538209,-0.119125108720314,0.039299209731214,-0.155472469313953,-0.35948093114285,-0.323362854300222,-0.201321764345254,0.291799530176519,-0.213248062307496,-0.145449847862386,0.477141549872713,0.13497889403222,-0.0479056885504846,-0.00332120581522394,0.234687829652161,-0.135171386649886,0.106129727756118,0.0782035614774188,0,0.126743922219243,-0.0166834254131219,-0.100545473672389,-0.174000518794258,0.336214543876174,0.489692635033788,-0.16163866423946,-0.113394380047143,-0.103031656069211,0.143338180614006,-0.0531374952652085,-0.28594962254545,-0.134668087264466,-0.15886978279858,-0.0449105500487855,0.123326870982961,-0.2582290700357,-0.231325398355827,-0.310019687861956,0.00151807131546478,0.143905452702825,0.374425839067951,-0.166685716326709,-0.563913907006951,0.0342463394377402,-0.0137268163439383,-0.134593251276116,-0.100584388825718,0.0951955288378075,-0.00445901550348615,-0.445306754480314,0.057849037760318,-0.190309459789745
"Prevotella stercorea",0.261792474705821,-0.545525482723029,-0.45207892687718,0.306101523211284,-0.220853073218507,-0.284992384046139,0.371247220785321,-0.107997037514262,-0.0225786863208047,0.0943073130121926,-0.079762325117899,0.0701339659298135,0.0497022477752461,-0.413118164185261,-0.515226390822046,-0.322963840198244,-0.558369468459187,-0.364716310660615,0.0343230864414087,0.783778029966118,-0.146752898287703,-0.0575638314670714,0.168605099358963,0.281467414107755,0.109028276501284,0.10625929817313,-0.223498969826979,0.175630326125835,0.0768796961429114,-0.0637543211169481,0.113250748444483,0.126743922219243,0,-0.427825414635258,-0.27509675465563,-0.322368729403033,-0.348276946422532,0.443950636099509,0.2437418309192,-0.103857665530739,-0.627091683548304,-0.170368877386871,-0.374789876256329,-0.443515307577143,-0.344508613705933,-0.549776794914031,0.0766291842909404,-0.0198403457441812,-0.0739202649955441,-0.62947767614908,0.172183108969705,-0.036523458403713,0.174243415816946,0.603959398254799,-0.0637215601410285,0.0100977143968087,0.170071589961116,-0.16465658929778,0.121328996738854,0.126044875020581,-0.217648586613179,0.24804077167052,0.183264345071198,0.285271389134699,0.316722447558748
"Parabacteroides [Genus]",-0.292037188981902,-0.103842003326557,-0.111886081070569,-0.23102740551381,-0.00200098934250939,-0.339016768675335,-0.218957047994409,0.0484508328560284,-0.137675971066721,0.659440616078489,-0.133509761789783,-0.570575685629503,0.09597836732858,0.00480417249585173,0.0783997175312028,-0.259745687375561,-0.011918659364612,0.677764171890592,0.508611976144198,0.322217669970805,-0.199780728123587,-0.239276434770867,0.483529476973707,-0.0234111111862402,0.548051401704881,-0.0548991759023196,0.295977522962376,0.11926519605917,0.105570425946062,0.0300341399011881,-0.372357112355895,-0.0166834254131219,-0.427825414635258,0,0.48916174421549,-0.761744377744265,-0.086201615064069,0.298166372393227,-0.0386998575322375,-0.29628931874603,-0.125123717792055,-0.345521900713116,-0.373598027483075,-0.199594005805019,-0.228089122512459,0.326571394431181,-0.0888418322117666,0.292009419986397,-0.0494975071631217,0.132495101345208,-0.274393480528364,-0.367260184045627,-0.0175215196261397,-0.151886959008787,-0.0760831349943401,-0.54732082881951,0.0153529236673901,-0.315749288467204,-0.45864627960763,-0.245466486684771,-0.0341835903839961,-0.222775795351994,-0.0171800833985047,-0.36685668302197,0.106427913083096
"Parabacteroides distasonis",-0.128569088568592,-0.298116395220728,-0.545618218662341,-0.421092885664796,-0.0259995497448869,-0.172269984404525,-0.166608897335121,-0.144922906858615,0.010850759891247,0.17644718094828,0.2099880143731,-0.238341764371615,0.00729144615047239,-0.221159672458635,0.116716935520077,-0.322114100495401,-0.140261429135087,0.0064282241352807,0.61228211952043,0.167465300618995,-0.211712930695568,0.123390798551761,0.163715371413432,-0.45016086303117,0.012063922312229,-0.136652440134276,-0.114497195922464,0.0214639031124972,0.00112064190753103,-0.34630867987848,0.130534860503228,-0.100545473672389,-0.27509675465563,0.48916174421549,0,-0.54900396633393,-0.187532352851555,-0.198619411892356,0.0224625635358403,-0.128866871317869,0.186197953506835,-0.10428327095572,-0.190066797794672,0.099685265774372,0.0894195684916846,0.213822087158176,0.267802339673855,-0.32691770728906,0.0551680334163602,0.0408762466549166,0.281952020103031,0.23846467934292,-0.104488438422609,-0.0503589391439435,0.110143752019262,0.27774583699974,0.0966589540408798,-0.544171735116753,0.046211540529715,0.200763631269336,0.119516684085257,-0.318599559322493,0.373397267845905,-0.043329192504336,-0.00215583327383305
"Rikenellaceae [Family]",-0.0814130915442969,-0.0659471013156662,0.0320603783599766,-0.0541467931195934,0.155969435279508,-0.318976701686169,0.224378952390732,-0.105998162175581,0.212670719239104,0.156989319514913,-0.224020599508692,0.0619193895426982,0.23557999145794,0.0364953243223469,-0.351762241231005,-0.814498225619322,-0.578284322891238,0.427510576384897,-0.268453918010175,0.404296889491134,-0.606256961267086,0.0998806353739071,-0.19385893033085,0.0508798469221373,-0.0773028599347682,0.0890722829792106,-0.410543200783416,-0.432109587590426,-0.152246247723509,-0.0866982025150991,0.0264666409350706,-0.174000518794258,-0.322368729403033,-0.761744377744265,-0.54900396633393,0,0.145038026825496,0.41674003467512,-0.236582771821759,-0.195521970726577,-0.249772815996933,-0.361402191587288,-0.624592147798017,0.0828006367952457,0.0908684765096328,0.0894054623194117,-0.199060269624681,0.0237601843857033,-0.200208266659046,-0.747978988406367,-0.0272128886671998,-0.0200183794733125,0.33439661381934,0.185827392057912,0.260324150342095,-0.10489405805853,0.597950769305081,0.0943945007963549,-0.110010185996706,-0.146534257649212,0.121254905703006,-0.0267630607911915,0.157937088382212,0.0504194636108154,-0.207060943564719
"Butyricimonas [Genus]",-0.144038380635711,0.124695157412161,-0.0873850193728329,0.223372787747294,0.498189101065435,0.327831859464944,0.264862891577745,0.292946945398457,0.108228925490302,-0.363548047160463,-0.108140020287159,-0.0809705901013186,0.137340506337187,-0.702156933295857,0.128885716796965,-0.651997106664187,-0.0376869927819178,0.154451913957216,0.238297566025295,0.0413527986338146,0.256981620352604,-0.0464660676115021,-0.536072785060085,-0.785271854717125,-0.350871033623344,0.00983596204575186,0.513400465437635,-0.0235560937250654,0.00935756961684804,-0.0424390353681395,-0.271949987834281,0.336214543876174,-0.348276946422532,-0.086201615064069,-0.187532352851555,0.145038026825496,0,-0.240460917644954,-0.116271520817099,-0.36516749964759,-0.086619580364399,-0.339954686965515,-0.507950248107059,-0.334031863379359,0.374343265896181,0.132473399162347,-0.243551528603336,-0.667476062826924,-0.0530582116226318,-0.264462562732274,0.223280704496465,-0.390644850306486,-0.580958409974985,-1.17095935133677,0.173299863617386,-0.177466292082104,-0.354699370446557,-0.218842184972228,0.0372299503245619,-0.316665463446648,-0.278936212325017,-0.0223108071808213,0.283788066625675,-0.290789688073376,0.258423680595087
"S24-7 [Family]",-0.270956775354485,-0.336403141354971,0.265742762478172,-0.160442718177253,-0.0566952753760174,-0.116577439054402,-0.165606450529409,0.0116420031900502,0.0545440387753182,0.90070233651104,0.28664503666844,-0.0360792499651695,0.124814647140165,-0.0569382369437997,-0.17885836463978,-0.418558170408787,-0.181164161351491,0.185718377590865,0.0242918202523567,0.379090207137179,0.0851774410449625,-0.0434436470077914,-0.137423846067466,-0.172967193092916,0.0464865026939881,-0.145158194304412,-0.0483838641127048,-0.00674540610086491,-0.374132117514285,-0.165699399792005,0.192462459131281,0.489692635033788,0.443950636099509,0.298166372393227,-0.198619411892356,0.41674003467512,-0.240460917644954,0,0.440813105049345,-0.194758290107713,-0.266041976022958,0.000178850781824419,0.0166703316809714,-0.0815155244025962,-0.00656497139568828,0.276475657372671,0.363278524209903,-0.279077908563399,0.160160549548841,0.234004705278476,0.942527637092813,-0.131252724214925,-0.121172623935199,-0.0277633320825911,0.276111054231411,-0.0801970621057357,0.179425301579557,0.0595757624205074,0.0456077138997725,-0.0170236741053107,-0.10061077699833,0.0442653768619985,0.0921896054803685,0.101928032945662,-0.15501276131997
"Turicibacter [Genus]",-0.334470865719,-0.040279807815279,-0.413481907037212,0.0693909297682544,-0.047070430093558,0.104200195198311,0.260818908722358,-0.013680156192045,-0.278226049308199,0.52586712123569,-0.313630002246654,-0.0975032764718922,-0.457739231091139,-0.509655517112153,-0.159134762172686,0.14518271352536,-0.185503532652481,0.203247123937667,0.0988768625503775,-0.0375515438469922,0.410432497580793,0.512223518884481,-0.298877773255247,0.541056371734401,-0.189458624859041,0.318586960470593,-0.0717079124106549,-0.0756763947772933,-0.138248926576702,-0.31957971316311,0.152764061704597,-0.16163866423946,0.2437418309192,-0.0386998575322375,0.0224625635358403,-0.236582771821759,-0.116271520817099,0.440813105049345,0,0.326056318821454,-0.365050488473967,-0.363909741496875,0.0715007365270767,-0.137211882843754,0.00271579053797424,0.277362516304758,0.222272749366056,0.563516683619591,0.0277366340057953,-0.0359069136613246,-0.574029326412227,0.217727890368956,0.269850070167594,0.543572519675835,-0.19500391890038,-0.0685742313441461,0.341167069363448,0.234648603524627,0.0210871656598847,-0.0981229918982242,-0.0941883163891542,0.187476762867235,0.084924836100706,-0.0797188954417586,0.0638048632063476
"Phascolarctobacterium [Genus]",0.118880371032625,0.353281083138329,0.261596720127994,0.0331351247088803,0.231567868621057,0.122148262195183,-0.0653998030168854,0.116501552096489,0.400524616413321,-0.485955612911665,0.1729652888749,0.061469743596816,0.205643289126894,-0.192162979641143,0.0627704727309814,-0.411836015420295,-0.206369047386454,-0.392226807140961,-0.475763899548161,-0.270794424335138,0.016281714945095,0.158841604509653,0.249416224518328,0.0913494509142544,-0.0979459708144784,-0.302464010222955,-0.119945814213523,-0.0521920526058683,0.235765363629193,0.134472607313946,-0.569190454260708,-0.113394380047143,-0.103857665530739,-0.29628931874603,-0.128866871317869,-0.195521970726577,-0.36516749964759,-0.194758290107713,0.326056318821454,0,0.0504745467362107,0.187580558630089,-0.0821008726779434,0.000455286397272214,0.0551358074299949,-0.0117441981054607,0.228956118948697,-0.0432639956102351,0.0271280790906124,0.13942733829326,-0.111968471108295,0.403777448448699,0.333944697755749,-0.0254770024187158,-0.00417131126263984,-0.318605296822231,-0.00796682480280853,-0.268868295648441,-0.0882521320431791,-0.287150462586892,0.0963528570302672,0.275411017843775,-0.156792483976494,-0.0250940786409645,-0.316074059978416
"Coriobacteriaceae [Family]",-0.18043679616179,0.157934192111378,0.14820311119164,0.00122579056301586,0.015618446055262,0.0886884462780768,-0.488023937110968,0.159228788377196,-0.123719675177106,-0.215957568006703,-0.253646728726036,-0.330756767724659,-0.174203309577435,0.0417732397588417,-0.169394102476722,0.0849458433424455,0.0906748954839373,-0.219908635748669,0.152029212450861,0.0584621015707456,0.305154042207968,-0.145703561473273,0.250905626287146,0.198078842387098,0.181008859668531,-0.105285109794687,0.17776181557535,-0.247894939658338,0.122972069816608,-0.452113762370873,-0.198443779919717,-0.103031656069211,-0.627091683548304,-0.125123717792055,0.186197953506835,-0.249772815996933,-0.086619580364399,-0.266041976022958,-0.365050488473967,0.0504745467362107,0,0.0844828893942842,0.217934152701175,-0.214264205371011,-0.147690824710195,-0.292380543450216,-0.240336424954451,-0.486715838479642,0.278093194130133,-0.533036928678095,-0.668166901858554,-0.0248677348752172,0.0409250407505824,0.107574980957126,-0.107151345403764,-0.0743112015850702,-0.0303699920300357,0.134915667531946,0.0527583714083569,-0.248029777366333,0.216456462012516,-0.0473851263047686,-0.448695338184265,-0.354696753843338,-0.569868858865322
"Collinsella aerofaciens",-0.191719619704942,-0.164558434625934,0.58659709483681,0.0895433970171395,0.00995407549465524,0.0826360512360179,0.0935826928905896,0.200740425358302,0.165585326562348,-0.153586616325519,0.279300338756886,-0.212829722599155,-0.306842167244347,-0.0681930339930562,-0.0553354411925465,-0.255822598486406,-0.288025294913554,0.174334278380969,-0.132215012296326,0.159096045370274,-0.114852934124111,-0.0667776665566088,-0.237296309863345,-0.14581529734055,0.206554103220023,0.325886556820116,0.156610532653527,-0.00176274002549675,-0.143388025505938,0.0598106705521388,-0.248408092327238,0.143338180614006,-0.170368877386871,-0.345521900713116,-0.10428327095572,-0.361402191587288,-0.339954686965515,0.000178850781824419,-0.363909741496875,0.187580558630089,0.0844828893942842,0,0.101912248429373,-0.0483974115605227,0.0707531653801327,0.224418524257301,-0.0584823145177186,0.146827210969789,-0.210982662047149,-0.0473937434266084,-0.586349689329536,0.227578287315659,0.077502477634285,0.0768898400200822,-0.508601039639478,-0.207786763358704,0.135164422614492,0.484902742265309,0.0277007507558695,-0.119348771043162,-0.148641882576523,0.227751305341613,-0.186527196016481,-0.118223690726416,-0.250668968907555
"Senegalimassilia anaerobia",-0.00774864239638845,0.442985357725235,0.235169776329138,-0.0279305052863993,-0.0569279852724226,0.0643067561678229,-0.0990962616807184,0.0936584365447142,0.268684184788502,-0.402067734610667,0.0766766171151021,-0.205517693985516,0.154749364390652,0.141920467552654,-0.0706513499825132,0.136781056071792,-0.132740086516443,0.0879972284914744,-0.0484292202384991,0.187137560209463,0.264740787108476,-0.163604692753268,0.23226562856118,0.285520734647696,0.130833359110649,0.272113044206432,0.0884906899651172,-0.263044084959296,-0.35388947498519,-0.10710241153225,-0.260368009888078,-0.0531374952652085,-0.374789876256329,-0.373598027483075,-0.190066797794672,-0.624592147798017,-0.507950248107059,0.0166703316809714,0.0715007365270767,-0.0821008726779434,0.217934152701175,0.101912248429373,0,0.268331537740373,0.213149541138489,-0.140995400596046,0.000264094217909454,-0.245856837645035,0.130605572107771,0.0520531929644305,-0.390748168996227,0.078617412333642,0.226738416278122,0.136714135512662,-0.030823205471915,0.131087485181025,-0.100917999229537,0.276283036986001,0.0957864465438482,-0.171305318906343,0.112943058207313,0.181363536713662,-0.200134521168305,-0.145556196750091,-0.237104002079408
