"","Coprococcus [Genus]","Coprococcus catus","Ruminococcus [Genus]","Ruminococcaceae [Family]","Clostridiales [Order]","Clostridium [Genus]","Oscillospira [Genus]","Ruminococcus callidus","Ruminococcus bromii","Faecalibacterium prausnitzii","Faecalibacterium [Genus]","Ruthenibacterium lactatiformans","Clostridium orbiscindens","Christensenellaceae [Family]","Succinivibrio [Genus]","Sutterella [Genus]","Duodenibacillus massiliensis","Escherichia coli","Bilophila [Genus]","Desulfovibrio [Genus]","Bifidobacterium longum","Bacteroidales [Order]","Bacteroides [Genus]","Bacteroides vulgatus","Bacteroides ovatus","Bacteroides uniformis","[Paraprevotellaceae] [Family]","Paraprevotella [Genus]","[Prevotella] [Genus]","Prevotella [Genus]","Prevotella copri","Prevotella stercorea","Parabacteroides [Genus]","Parabacteroides distasonis","S24-7 [Family]","Phascolarctobacterium [Genus]","Acidaminococcus [Genus]","Megasphaera elsdenii","Dialister [Genus]","Allisonella histaminiformans","Mitsuokella jalaludinii","Coriobacteriaceae [Family]","Collinsella aerofaciens","Senegalimassilia anaerobia","SMB53 [Genus]","[Mogibacteriaceae] [Family]","Mogibacterium [Genus]","Streptococcus thermophilus","[Eubacterium] biforme","Catenibacterium mitsuokai","Lachnospiraceae [Family]","Blautia [Genus]","Peptococcus [Genus]","Blautia wexlerae","Blautia obeum","Lachnospira [Genus]","[Ruminococcus] gnavus","Roseburia [Genus]","Roseburia faecis","Dorea [Genus]","[Ruminococcus] [Genus]","Oribacterium [Genus]","Fusicatenibacter saccharivorans","Dorea formicigenerans","Dorea longicatena","Anaerostipes hadrus"
"Bacteroidales [Order]",0.77893388419102,0.833971265715929,0.275943880991707,0.0888487288640402,0.141541404102643,0,0.699913614287132,0.115604350524055,0.20830803712332,0.655862065294933,-0.424273720626348,0.214267652978,0,-0.168159960519262,-0.0060633747582256,-0.181828658538441,-0.1727718555205,-0.104072237576797,-0.165513191736263,-0.0175206437260055,0.0868547958232517,0,-0.0445254829488002,0.298879087517251,0,-0.336630741707169,0.686100322974727,0.0210378137713544,-0.0275572628870459,0.33705543980866,-0.250409652131729,-0.715440676733578,0.00938003146215213,-0.0615142092151599,0.717373117394302,-0.0609158115955919,0.0807196335551274,-0.587182656048998,0.514567370522728,0.119705480979291,0.135859480969227,-0.0658456119031714,0.663108447489795,-0.126828083319077,0.25361597406183,0.0582551291089355,-0.116118232937337,-0.199053267320486,1.45988889715484,0.874786019622496,0.0710025160380395,0.0979090189068839,0.378761559618222,0.268145961565877,0.461650630620589,0.377621483902301,0,0.297477964329829,0.343000350101303,0.281232136167665,0.496550879159747,0.265727951206857,0.653951031900291,-0.0272993559597313,0.42250163156658,0.866568537397734
"Bacteroides [Genus]",0.213328829211708,0.849923336931557,0.253184087609598,0.0127423853939283,-0.075196479104936,-0.0164579428841527,0.329747650763076,0.423344980068224,0.082184502134766,-0.171164721196145,-0.0574210613798761,0.28629855788339,-0.0238598536878681,-0.023792850004994,0.951626515910466,-0.0626689932152778,0.081589448804075,0.0420195713774187,-0.304015394316886,0.0919835428484776,-0.217451210160263,-0.0445254829488002,0,0.489923595946917,0.421869309445029,-0.0629761666859412,-0.0724157585794588,1.18470938848673,0.120405346970457,0.396820149388066,-0.0945452814847127,0.170474453302156,0.371870363874331,0.267185185035489,0.42349461073064,0.457642344046949,-0.329342816866483,-0.350958288305458,-0.028364367029418,-0.28306705919005,0.353926767568265,0.688734330246343,0.410010518324184,0.681769971475406,0.319834345342065,0.221685585945007,-0.32618570853313,-0.218510568713785,0.586935136097584,0.727412205310975,-0.0377353970112003,0.249898589590748,0.502994679388095,0.244555536531412,0.431921011859563,-0.0194543848695537,0.0923625884326819,-0.178085321931922,0.0734969533706759,-0.0358457727262251,-0.126691435308081,0.0732626576892844,-0.0195935052124209,0.0457443458912106,0.45646433516168,-0.201013227261736
"Bacteroides vulgatus",0.20527164652643,0.179581478548303,-0.143158309667283,0.44064670773411,-0.212633885433016,-0.615689117130794,-0.265787399273524,0.539357795662881,-0.210284318901346,-0.281874692273604,0.0058779197679269,-0.242377195541364,-0.0372999234228961,-0.408253516921104,0.727745790212302,-0.0171632654492273,0.473832143542675,0.595940604248517,0.121606963613367,0.227318237489448,0.332904874754312,0.298879087517251,0.489923595946917,0,-0.0818528563414146,-0.343135476586084,0.449529577585943,0.0957019653559198,0.482026467343965,0.549858612357006,0.0636452603003044,0.162565404850194,-0.260155783985436,0.143272253887214,0.134166512059096,0.256952719275754,0.653856538314756,0.352172949500858,0.416593998472854,0.231067767378439,0.629893403525712,0.258053518570544,0.354956921072764,0.0730394168989207,0.161907289483722,0.16085891999287,-0.023200707600628,-0.485764371360047,0.311730616608542,0.932585243525617,0.0465489930334536,0.309912582629778,0.211241701434263,0.0445160901502166,-0.0503316845974555,-0.232876268085542,-0.63841874248097,0.0417901433140644,-0.225908336336635,0.3371175233989,0.0522104153116537,0.0403887211361922,0.203981649638757,0.127033487630673,0.429686726273886,-0.168957891089606
"Bacteroides ovatus",-0.936636455377101,-0.0657876033639921,-0.200681990495829,-0.0576015406390684,-0.834483479432391,-0.662091973318556,-0.180383488223062,0,-0.328117114261674,-0.458180212575234,-0.337264765932298,-0.390745877337741,0.427509091827645,0.0612027391655773,0,0.496470527729389,0,0.762024560472961,0.223831812857283,0.549718345714113,0.274194126993406,0,0.421869309445029,-0.0818528563414146,0,0.316961351476078,0,0.172459326728195,0.437275528085706,0.826593595663302,-0.567531835048402,0.779271284169742,-0.389701483860258,0.151022531209557,0.549179639127353,0.372210165466246,-0.36108879843156,0.854646587211618,-0.006672336964168,0.652591952479744,-0.00667525703314239,-0.0247660186328123,0.0681231030510798,-0.370076611342284,-0.0494039006413167,-0.227345265285194,-0.321558838193105,-0.324209112343255,-0.455148301302207,-0.0525907965580877,-0.0586592527705118,-0.505832177972501,0.0286288092247157,-0.446598960330995,-0.274200085959668,-0.229688132754071,-0.260174186614242,-0.0263587499170956,-0.112159516546319,0.39625758451527,-0.115785254180583,0,-0.157088258144572,-0.0424002877336505,-0.247358334147464,-0.72076802639547
"Bacteroides uniformis",-0.310390393780372,0.596543019544027,-0.290466632912546,0.243453067145299,-0.239184180446732,-0.458208728400089,-0.0760505630933284,0.0826284251666263,-0.632785275977816,-0.136652046353097,0.0844310277202976,-0.226931271577981,0.0787239052996407,-0.204622935883667,0.626548424768892,-0.308853810839854,1.10816923203526,0.353072540080075,-0.0763918081109254,0.524778937410892,0.117072798994344,-0.336630741707169,-0.0629761666859412,-0.343135476586084,0.316961351476078,0,0.0409692217179072,-0.140385568640361,0.0415717075819611,0.619363546911563,0.0572279644095606,0.615821770039647,-0.129597900021011,-0.594297226480565,0.436874002138279,-0.811987090557406,0.376555761993638,-0.0647201676231891,0.495145367371436,-0.0335438277772678,0.601628248353065,0.104692147631163,0.222269138175608,-0.465556314173301,-0.0438469301466169,-0.0928166196749926,-0.172538145659576,0.00935704329760326,0.108521083979926,-0.174869540339935,-0.114691190308631,-0.418683605921307,0.0298150181918203,-0.364464497823721,0.167495553649848,0.220223846906523,-0.500540839176672,-0.00213659050763759,0.564547956799715,0.0615713188863107,-0.172971781766954,0,-0.537780705442827,-0.356723122069982,-0.107152560071691,-0.559444888455565
"[Paraprevotellaceae] [Family]",-0.135162255242797,0.0978685863942575,0.088350303036234,0.0213782663570269,0.230190615448475,-0.230383589704555,0.469802719380753,0.197557542641916,0.527207148371866,0.385067208351461,0.207404976017836,0.657810750905765,0,0.109277909484359,0.334285641706821,0.553610498001484,-0.156467062547961,0.0954215809426461,-0.234967386996912,0.370635100345186,0.162582651970531,0.686100322974727,-0.0724157585794588,0.449529577585943,0,0.0409692217179072,0,-0.147845967786214,-0.393952867626914,0.336967455215607,-0.144703566713249,0.0316333021511643,-0.0223844523393632,-0.32866828846034,0.746122011375956,0.239996759805537,0.0443495254664997,-0.443497406100128,-0.319633076497214,-0.279195040352736,-0.389065821295055,-0.288759421886602,-0.355119593230614,-0.169665218723585,-0.0838078197946631,-0.502316825387173,-0.228192613946253,-0.265946680661072,0.451990349935755,0.316092585067924,-0.0691473001877797,0.023035927720726,-0.0442805235432603,-0.232621600978426,-0.222709387713127,0.115368954781462,-0.60683360163965,0.670420953640299,-0.00577649040677145,-0.242169753121057,0.0922236616455513,0.270250663317316,0.391139120174727,-0.026754832683369,-0.599462611169261,0.760731396061549
"Paraprevotella [Genus]",0.118777555907359,-0.0987442445050728,0.101107028719931,0.419848425765976,-0.139175278696437,-0.233298659444842,-0.370174191170547,0.564934744136757,0.116555241670585,0.120033553574434,-0.321026916166845,-0.0774854847072226,0.257818409199776,-0.4049455796529,0,0.0646888424165502,0.289516117960636,0.187583720014102,0.13141414424476,0.193804197752458,0.929745596384626,0.0210378137713544,1.18470938848673,0.0957019653559198,0.172459326728195,-0.140385568640361,-0.147845967786214,0,-0.0847490614161492,0.0352816190138681,-0.00272437191428404,-0.123217163451678,0.0501501691155033,0.317260611206191,-0.781382516019688,-0.112538596256255,0.634603898080168,1.04687204354435,0.185283830950071,1.35198942935155,0.441179064366487,-0.466617206997051,0.196655714632989,-0.387775140388331,0.267162716020089,0.108517748649835,-0.128995836505597,-0.162523399336805,-0.17423531755351,-0.240497036451066,0.223349865935145,0.0546869253297431,0.492892329878746,-0.0808168108429266,-0.644603864079383,0.10507802962203,-0.222216793578205,0.187609878493082,0.377384761046276,0.547763966167616,0.0946274304303578,0.734636456920978,0.362393635673452,0.159415425392362,0.188759126866386,-0.22847636483516
"[Prevotella] [Genus]",-0.0293285296197911,-0.199844988013763,0.0198492963305749,-0.590767625820461,-0.065338573627347,0.523403043325882,-0.0549858494152352,-0.00034781389984137,0.682673307138292,0.202832063009212,0.420642439444415,1.09456094293521,-0.223651593781201,0.0674602707434411,-0.268424629281618,0.150469750173377,-0.210084606815926,0.0793946868376869,0.59200957215462,0.0622849265585043,-0.331488769278794,-0.0275572628870459,0.120405346970457,0.482026467343965,0.437275528085706,0.0415717075819611,-0.393952867626914,-0.0847490614161492,0,-0.27106675078161,-0.174451115532418,-0.298175229331112,0.45973068909907,0.263991840759168,-0.222266405696531,0.0293924512910065,0.110552682184591,0.27330290990067,-0.540388716320753,0.0149658738415467,-0.194495043084319,-0.00962952354488594,0.259417437560728,-0.105392699908107,0.421203106321575,0.170144441751058,0.291917685234647,0.675859181457666,-0.0826336829277947,-0.458612940258065,-0.229602044419666,0.362630367892075,0.197035800417959,-0.104865628154717,-0.18090680675069,-0.402224717910633,0.518023464242193,-0.526142690024227,-0.0490407612243987,0.186715805628492,0.235340325079213,0.150895901041298,-0.858092920568567,-0.381094191863975,0.0986373423662301,0.205349256331155
"Prevotella [Genus]",0.240226410330262,-0.329533832237812,0.117591649768951,0.0249008312738238,0.674362026714049,-0.141649998805731,0.155919917404342,0.0461409792574785,-0.450682260271867,0.24356122428607,-0.539874564924386,0.0272586853310034,-0.0146710437917424,0.466838267654319,-0.631683873419406,0.101075724013724,0.461180980984574,-0.114579901905044,0.384560516630144,0.487942915132357,-0.245845316532155,0.33705543980866,0.396820149388066,0.549858612357006,0.826593595663302,0.619363546911563,0.336967455215607,0.0352816190138681,-0.27106675078161,0,-0.427199905565289,-0.364047221941575,0.298196042964435,0.56304730941025,-0.116527045501529,0.141710036863127,-0.770226672263916,0.0358135994728475,-0.267673115311323,-0.414762252613187,-0.621093643183414,-0.251371252478356,-0.200638564758346,0.253303624767042,-0.474350426589051,-0.013951771989022,-0.0757092191281385,0.356956760907138,-0.222712527024739,0.166831292347635,0.191948211752567,0.144593493013028,-0.310610148535474,0.398655136759039,-0.0185605132604385,-0.383055924544255,0.290170236145632,0.0354790683486043,-0.243484416832527,-0.446690971867016,-0.0947109280831762,-0.0686563373209919,0.298407935907741,-0.380168380088498,-0.265951952249024,0.162622447468072
"Prevotella copri",-0.309195995643145,-0.0517348528911349,-0.325631481942625,-0.874340772399948,-0.214525823388696,0.622970392721233,-0.420097945356172,-0.626179908920716,0.246673680969176,-0.419024006343892,0.0386667450540371,-0.0481874129899862,0.0667301809014876,-0.139029960070119,-0.666582178495864,-0.11254129858954,-0.161915670041925,-0.285780082907051,0.300891975604833,-0.553457280311551,-0.217396340070387,-0.250409652131729,-0.0945452814847127,0.0636452603003044,-0.567531835048402,0.0572279644095606,-0.144703566713249,-0.00272437191428404,-0.174451115532418,-0.427199905565289,0,-0.0228291250588774,0.0266944234161495,-0.109708826980411,-0.322731943651623,-0.0243932412814125,-0.359853111452441,-0.0786401759903997,-0.85451836280062,-0.32867224417462,-0.616908059419369,-0.299075591095927,-0.517605253259627,-0.253311913087691,-0.443843754975257,-0.268524760712744,-0.224277457568389,-0.244529601961563,-0.561794651752198,-1.00789118626285,-0.525734542600699,-0.479263421341396,-0.630424064794293,-0.0530486041454751,-0.0555128557693737,-0.658313046754567,0.441927895406447,-0.0555426785542185,-0.496691408507941,-0.25087780907692,-0.39711718878406,-0.119413749389943,-0.40027731558783,-0.268665304764107,-0.552503605851969,-0.0665226959638607
"Prevotella stercorea",-0.0154735612482321,-0.310005083713038,-0.356016813239152,-0.620279792404064,-0.172295869738199,0.746262157136491,-0.231023594525441,-0.489557137624836,-0.238356527174026,-0.205135575942075,-0.361376697251991,0.323202145584157,-0.0641614204126812,0.0860367023724944,-0.782873605614988,0.214475060441196,0.415189231760284,-0.12937641021464,0.287702115190682,-0.641680860608258,-0.164985245298836,-0.715440676733578,0.170474453302156,0.162565404850194,0.779271284169742,0.615821770039647,0.0316333021511643,-0.123217163451678,-0.298175229331112,-0.364047221941575,-0.0228291250588774,0,0.311086168204569,0.473520719746186,-0.347465007499523,-0.314182863313661,-0.297483115473625,-0.317261781533153,-0.705476748599113,-0.093480677391964,-0.292551850815733,-0.509621409153667,0.169604593646495,-0.424859624610965,-0.275229504262372,-0.315368598828427,0.0572557005004918,0.55930223306235,-0.563662275769032,-0.61019539769827,-0.271116776080803,-0.343478088578761,-0.125831302600611,0.0429294905377727,0.14012306505675,-0.375973709160869,0.81124725310583,-0.0458848735528955,-1.00461468390084,-0.367171100065392,-0.233737271111046,0.0234600095314509,-0.47514665697038,-0.213805891123038,-0.347569624655073,0.154717508428501
"Parabacteroides [Genus]",-0.316474796991309,-0.212542748257093,-0.117624278581326,-0.0319445320096853,-0.355671659860125,-0.498151028159249,-0.27226483692456,0.7739771695412,-0.486399315585646,0.083080714157539,0.166651529372523,-0.598180603896594,0.209323962747797,-0.293072472642891,0.0591283028868643,0.0620390667562994,0.108781448816461,-0.0445808409419793,0.315430472073239,0.27445219120004,-0.034310392706889,0.00938003146215213,0.371870363874331,-0.260155783985436,-0.389701483860258,-0.129597900021011,-0.0223844523393632,0.0501501691155033,0.45973068909907,0.298196042964435,0.0266944234161495,0.311086168204569,0,-0.503002576716757,0.157742176613465,0.105115245891601,0.732570696665899,0.558947919336159,0.227460824199933,0.293449907248934,0.228817397499004,0.522077654565272,0.112580299108809,-0.266451019615538,-0.0705709086584137,0.29381360908513,-0.177348637816727,0.10962383531075,-0.0278861475001625,0.600065835726802,0.321176735487871,-0.659790577483116,-0.246612655470687,-0.362177699138394,-0.282212580108213,-0.310839412022527,-0.215482999262693,0.120075382579739,0.331275090256908,0.203643315804105,0.0134000002740684,-0.181438682703698,-0.00136120735720259,0.123285424615487,-0.020282779747636,0.179865372532243
"Parabacteroides distasonis",-0.668936950463767,0.462416348198645,-0.122864540386607,0.0824668336932314,-0.683669479830114,-0.454406000092282,-0.191158611823689,0.518210028719931,0.166617083802175,-0.398284194410346,-0.174358428124535,0.111101663068669,0.0352980052758674,-0.290548652923779,-0.279932209602357,0.0317188546534617,0.418673109902434,0.596563794528193,0.536466721682352,-0.0713122306818952,-0.325901545340129,-0.0615142092151599,0.267185185035489,0.143272253887214,0.151022531209557,-0.594297226480565,-0.32866828846034,0.317260611206191,0.263991840759168,0.56304730941025,-0.109708826980411,0.473520719746186,-0.503002576716757,0,0.245510719579941,-0.488290199397575,0.224198837354984,-0.0629487725571521,0.185780376759207,0.154502050592256,0.825770577748146,-0.0158306372592261,-0.216474712426913,-0.503771195583936,-0.000712705117758575,0.147235755713058,-0.812635897644018,-0.315594458651392,0.0969122501882277,0.162388974948065,-0.150930509474472,-0.214061682156806,-0.296648930084407,-0.442517627869346,-0.124357829742358,-0.0126274595478449,-0.50399497014424,-0.129315264748561,0.171416126911755,-0.0209734942050373,-0.303682939487032,0.855217532280589,-0.795524047845061,-0.340785458870952,0.0790792385246663,-0.403314127769423
"S24-7 [Family]",0.190188277285659,0.100505193049745,0.0600921726523368,0.534274305686453,0.3651589772766,-0.641908364743919,0.368798830046925,-0.138924105770506,0.487072642638112,0.350647674883772,-0.0064027225768972,-0.117030522084576,0.302368262473118,-0.0724134267906656,0.0939533394241714,-1.11829687508946,0.65602197750697,0.190634710742504,-0.440551175658569,-0.0450587863688475,0.32579869435754,0.717373117394302,0.42349461073064,0.134166512059096,0.549179639127353,0.436874002138279,0.746122011375956,-0.781382516019688,-0.222266405696531,-0.116527045501529,-0.322731943651623,-0.347465007499523,0.157742176613465,0.245510719579941,0,-0.226264302874924,-0.150724641229283,0.471799118750888,-0.176770354152587,-0.317489472120236,-0.267936604171861,-0.511582527035554,-0.393132386866222,-0.53597727905637,0.169728504301638,0.210441248731656,0.0518615222055001,0.485016302413542,-0.488102485823169,-0.354125951497823,0.00846183587552482,0.120198190620582,-0.513442017824313,0.204464222457701,-0.128174048279467,0.35873480151717,-0.19096996833917,-0.0567304525756429,0.452537918494708,-0.169686991451134,-0.0872792869120098,-0.0289792235981799,0.0134393329913163,-0.0206530555189907,-0.199014963475615,-0.128895291780996
"Phascolarctobacterium [Genus]",-0.120382992501237,0.16605433899042,0.0626932145479186,-0.161999597547242,0.00556121307830576,-0.0332073904698522,-0.215525736445146,0.194060829124279,0.364884350505859,0.229666083294111,-0.0497286896861224,0.307327352868476,-0.153606124654815,-0.0830358613736936,-0.601249768567861,0.551701389443403,0.359247121583737,0.224352047854387,0.0403330860636515,-0.0620768041825648,0.343440148231614,-0.0609158115955919,0.457642344046949,0.256952719275754,0.372210165466246,-0.811987090557406,0.239996759805537,-0.112538596256255,0.0293924512910065,0.141710036863127,-0.0243932412814125,-0.314182863313661,0.105115245891601,-0.488290199397575,-0.226264302874924,0,0.051663598044105,0.339589068440134,0.376802156642207,0.414514166234671,0.609457007428979,0.311251572291412,0.424072093506157,0.0202870165255376,0.429303780002343,0.289477758239032,-0.253180099809597,0.166558029923984,0.414066742741047,0.289686786412791,0.206888409344648,0.121908029726544,0.114877578135665,-0.114346891775998,0.208145934409366,-0.0769544444261538,0.444388087685109,-0.293906293953582,0.173244624172703,0.146499786809566,0.15273910076705,0.174737521086144,0.000831337506072727,-0.36403559851307,0.432455672772917,-0.0307829164686128
"Acidaminococcus [Genus]",0.459014026833021,0.134410866810743,0.211820574020901,0.13713628809052,0.60709576898149,-0.252280403005916,0.323211619022471,0.528823602572951,0.0897877340200146,0.44916037624291,-0.385288448300322,0.352943754271396,0.335912291178898,0.108366925632588,0.579693140172934,0.1430472160332,-0.167015669379325,-0.313205870982663,0.142735023407774,0.4119620981175,0.492378623719798,0.0807196335551274,-0.329342816866483,0.653856538314756,-0.36108879843156,0.376555761993638,0.0443495254664997,0.634603898080168,0.110552682184591,-0.770226672263916,-0.359853111452441,-0.297483115473625,0.732570696665899,0.224198837354984,-0.150724641229283,0.051663598044105,0,0.190115164792127,0.395708213150542,0.146475867955575,0.168758477719177,0.329009679081977,0.396344743238884,0.0901309591886632,-0.904073431989774,0.0851085305682369,-0.240044791451315,0.766899532708843,1.09141643896387,0.827710231375348,0.375110783426769,0.0217958634489,0.508224639475373,0.28413709745974,0.174484545525805,-0.173159487470663,-0.0572917102132296,0.442956472477344,0.131416876027449,0.137551765289892,0.398611026098633,0.00211327488275744,0.293541001153701,0.0283638556884933,0.264784509299066,0.437720246822505
"Megasphaera elsdenii",0.0563259448711245,0.0774684552586636,0.436278552555035,0.266588548296417,0.31761812832679,0.0668657570430649,0.542204256755404,0.270446226288517,-0.526345440240565,0.526345502057985,-0.53317661974553,0.661057620503853,-0.164525902895749,0.36396768011089,0.426441591099152,0.138621377352001,-0.683566177624192,-0.043213161830136,0.069899781688303,0.107565433860977,-0.0545977573081862,-0.587182656048998,-0.350958288305458,0.352172949500858,0.854646587211618,-0.0647201676231891,-0.443497406100128,1.04687204354435,0.27330290990067,0.0358135994728475,-0.0786401759903997,-0.317261781533153,0.558947919336159,-0.0629487725571521,0.471799118750888,0.339589068440134,0.190115164792127,0,0.353840850331421,0.0298886489454932,0.269575980678964,0.42511864184774,0.497287217754898,0.392425672405908,-0.185953655126744,0.168960437632095,-0.114493445527176,-0.298365796625175,0.393514225321063,0.37765632358112,0.357326471720532,0.306728081683227,0.804699921386345,0.219590537896474,0.347159258394121,-0.247713108513401,-0.333237528328524,0.184831099554218,0.720073706376336,-0.0221380052028586,0.103851915414904,0.0153521895339215,-0.0399735857405075,-0.444651714450499,0.237376006639823,0.514582674718101
"Dialister [Genus]",0.0421740987473585,0.902817571759334,0.450097704527535,-0.129276852690111,0.0636614189244341,0.00670150098434923,0.323607972966966,0.288242699907215,0.693905773126756,0.192852289912558,-0.454524368987124,0.138358160099405,0.132513050735087,0.145004702215233,0.446926381392986,0.2087092719794,-0.680123090432751,0.613595239445236,-0.154242037105468,-0.0390832801998517,0.612523066004687,0.514567370522728,-0.028364367029418,0.416593998472854,-0.006672336964168,0.495145367371436,-0.319633076497214,0.185283830950071,-0.540388716320753,-0.267673115311323,-0.85451836280062,-0.705476748599113,0.227460824199933,0.185780376759207,-0.176770354152587,0.376802156642207,0.395708213150542,0.353840850331421,0,0.161848270584099,-0.141758357090141,-0.0790364341501413,-0.0669762027887776,0.675110879672993,0.617082542993259,-0.280406087835546,0.215325292094917,-0.108262422858829,-0.0807963306697994,-0.012645098065576,-0.11589741394024,-0.168684033324462,0.578712948280556,-0.130896177217422,-0.504102160068256,0.370339428503545,-0.576223778393139,0.393120033765913,0.476678362769599,-0.0334071542847721,0.493871490397111,0.51958439966663,0.263607638749463,0.0068157485211827,-0.60220950316596,-0.101879513350649
"Allisonella histaminiformans",-0.103826031421782,0.121663575658113,0.793653572830997,0.652229573817078,0.503322917880974,0.316220573617231,1.23187838290847,-0.206560363783646,-0.217382567530716,0.0790408594124071,0.331385998873499,0.406903048327026,-0.679773732891457,0.410912646449506,-0.150473604673495,0.0011503549956558,-0.22173984680636,-0.402039326427559,0.236227444017209,0.0392803421752062,-0.217384473931514,0.119705480979291,-0.28306705919005,0.231067767378439,0.652591952479744,-0.0335438277772678,-0.279195040352736,1.35198942935155,0.0149658738415467,-0.414762252613187,-0.32867224417462,-0.093480677391964,0.293449907248934,0.154502050592256,-0.317489472120236,0.414514166234671,0.146475867955575,0.0298886489454932,0.161848270584099,0,-0.243798190039823,0.458938925818451,0.204403220541581,-0.172299640657788,0.18174169657862,0.74989323023962,-0.505365178734345,-0.413787101392634,-0.269557210835164,0.0648892277481974,0.340169028066753,0.20483897428731,0.284166527508263,-0.147707563709276,-0.247886145220932,-0.141367511143739,-0.465625698492639,-0.0309979240554356,-0.0487969719259505,0.163218935430146,-0.259385511715761,0.52502289714722,-0.501121452370157,-0.0865138641896983,0.192384366200072,-0.0873901995089533
"Mitsuokella jalaludinii",0.404267729821106,-0.0725428195220828,0.352086794898876,-0.199644697927665,0.0893663422093353,0.230251337889874,-0.155369365722893,-0.666822798832509,0.0513598398571605,0.118664886377119,-0.308950266363982,-0.0449822405243442,0,0.316530986897822,0.2022886372976,0.434924556912661,-0.396693148747256,0.782643035504877,-0.183309289395685,0.10735622676209,0.469506787619077,0.135859480969227,0.353926767568265,0.629893403525712,-0.00667525703314239,0.601628248353065,-0.389065821295055,0.441179064366487,-0.194495043084319,-0.621093643183414,-0.616908059419369,-0.292551850815733,0.228817397499004,0.825770577748146,-0.267936604171861,0.609457007428979,0.168758477719177,0.269575980678964,-0.141758357090141,-0.243798190039823,0,-0.262561900088158,-0.229994132953713,-0.281276763065346,-0.163921673973262,-0.188600333118256,-0.823538248880667,-0.406638439482953,-0.130025481948779,0.167490318078637,0.448845814888537,-0.360670322785511,-0.125677888062924,-0.0338796163001058,-0.494461143573116,0.193277965352058,-0.271401367819767,0.598829178829568,0.0725130028436681,0.49999463764648,0.412356295524073,0.317023106378845,0.471325270970065,0.0599568170618695,0.0243977724814899,0.144709747170113
"Coriobacteriaceae [Family]",-0.0165283453931695,-0.0824395388157356,0.100566197665608,0.0564077921967769,0.173045135693315,0.264318900000317,0.0420544782544366,0.549780974713025,-0.029578703099904,0.413200711369139,0.223228712738125,0.101187735093606,0.346639532162497,-0.0979431140867413,-0.344745476491,0.0425777589528685,-0.137523037954504,-0.248823018125898,0.18538122425899,0.370861005955711,-0.0917153508563284,-0.0658456119031714,0.688734330246343,0.258053518570544,-0.0247660186328123,0.104692147631163,-0.288759421886602,-0.466617206997051,-0.00962952354488594,-0.251371252478356,-0.299075591095927,-0.509621409153667,0.522077654565272,-0.0158306372592261,-0.511582527035554,0.311251572291412,0.329009679081977,0.42511864184774,-0.0790364341501413,0.458938925818451,-0.262561900088158,0,-0.0285157250714714,-0.443796339964432,-0.0206992507405349,-0.313015163371234,0.432648463817092,0.321280344718645,0.176175930140279,-0.295167780303367,0.249586153460637,-0.0146670072489175,-0.375941328881013,0.0313888813190468,-0.203869026029909,0.552530761682483,-0.0248241216017715,0.354464926423799,0.514953930742072,0.236186049110155,0.145639241591779,-0.132974149387415,0.353427001245799,-0.407158189562177,-0.442131392907153,0.383112861299539
"Collinsella aerofaciens",-0.240537166447049,0.152891656540839,0.169941591499132,-0.094557201532296,-0.235688418209257,-0.552412982346028,-0.085293661347342,0.416414069992698,0.148047293178934,0.232671245091659,0.305908924371921,-0.183001977658371,0.335154365125163,-0.507180146583007,0.728423836734256,0.103455872374904,-0.354920144802876,-0.242951462295857,0.0421374193662028,0.452029867797886,0.196330738448968,0.663108447489795,0.410010518324184,0.354956921072764,0.0681231030510798,0.222269138175608,-0.355119593230614,0.196655714632989,0.259417437560728,-0.200638564758346,-0.517605253259627,0.169604593646495,0.112580299108809,-0.216474712426913,-0.393132386866222,0.424072093506157,0.396344743238884,0.497287217754898,-0.0669762027887776,0.204403220541581,-0.229994132953713,-0.0285157250714714,0,-0.160299685406289,0.293312129597821,-0.066412989287487,-0.00129861195288505,0.17469961537726,0.32357637895266,-0.104033339017352,0.00881034033005773,0.120991823167439,-0.335738678587756,-0.0726974091282598,-0.0262336177389516,0.356416177202312,0.0705690579779357,0.209948447265274,0.339717213950915,0.274963532407549,0.156708882753446,-0.233530029203933,0.0454467247367609,0.0691660811772158,-0.187160730857469,-0.183700910481999
