"","Coprococcus [Genus]","Coprococcus catus","Ruminococcus [Genus]","Ruminococcaceae [Family]","Clostridiales [Order]","Clostridium [Genus]","Oscillospira [Genus]","Ruminococcus callidus","Ruminococcus bromii","Faecalibacterium prausnitzii","Faecalibacterium [Genus]","Ruthenibacterium lactatiformans","Clostridium orbiscindens","Christensenellaceae [Family]","Succinivibrio [Genus]","Sutterella [Genus]","Duodenibacillus massiliensis","Escherichia coli","Bilophila [Genus]","Desulfovibrio [Genus]","Bifidobacterium longum","Bacteroidales [Order]","Bacteroides [Genus]","Bacteroides vulgatus","Bacteroides ovatus","Bacteroides uniformis","[Paraprevotellaceae] [Family]","Paraprevotella [Genus]","[Prevotella] [Genus]","Prevotella [Genus]","Prevotella copri","Prevotella stercorea","Parabacteroides [Genus]","Parabacteroides distasonis","S24-7 [Family]","Phascolarctobacterium [Genus]","Acidaminococcus [Genus]","Megasphaera elsdenii","Dialister [Genus]","Allisonella histaminiformans","Mitsuokella jalaludinii","Coriobacteriaceae [Family]","Collinsella aerofaciens","Senegalimassilia anaerobia","SMB53 [Genus]","[Mogibacteriaceae] [Family]","Mogibacterium [Genus]","Streptococcus thermophilus","[Eubacterium] biforme","Catenibacterium mitsuokai","Lachnospiraceae [Family]","Blautia [Genus]","Peptococcus [Genus]","Blautia wexlerae","Blautia obeum","Lachnospira [Genus]","[Ruminococcus] gnavus","Roseburia [Genus]","Roseburia faecis","Dorea [Genus]","[Ruminococcus] [Genus]","Oribacterium [Genus]","Fusicatenibacter saccharivorans","Dorea formicigenerans","Dorea longicatena","Anaerostipes hadrus"
"Blautia obeum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lachnospira [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"[Ruminococcus] gnavus",NA,NA,NA,NA,NA,NA,0.266311993793363,NA,NA,NA,NA,NA,NA,NA,0.0277546314649029,NA,NA,NA,NA,NA,NA,NA,NA,0.0506125615431596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roseburia [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0043205441895865,NA,NA,NA
"Roseburia faecis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107861727296535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorea [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263752274798543,NA,NA,NA,NA,NA,0.00623274537476655,NA,NA,NA,0.202800478462911,NA,NA,NA,NA,NA,NA,NA,0.428078709343422,NA,NA,NA,0.709749156679308,NA
"[Ruminococcus] [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716088368170691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0830748633363652,NA,NA,NA,0.512794554374594,NA,NA,NA,NA,NA,0.358191155451551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428078709343422,NA,NA,NA,NA,0.831322828716203,NA
"Oribacterium [Genus]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fusicatenibacter saccharivorans",0.483093676484516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0471335703098385,NA,NA,NA,0.997507713932346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73535793519219,NA,0.0121250994081246,NA,0.770671891517764,NA,NA,NA,0.0043205441895865,NA,NA,NA,NA,NA,0.886391866091478,0.322179780524766,0.408695236020064
"Dorea formicigenerans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161509337638017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0077865299214886,0.0658012441230782,0.434839884823466,NA,NA,NA,NA,NA,NA,NA,NA,0.886391866091478,NA,0.0809571833157521,NA
"Dorea longicatena",0.880361308212574,NA,0.465239703592792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0336947694515827,NA,NA,NA,0.435854689453037,NA,NA,0.702312711916829,NA,NA,NA,0.507517900353996,0.2348412048327,0.137059684578254,0.300038663516264,NA,NA,NA,NA,NA,NA,0.709749156679308,0.831322828716203,NA,0.322179780524766,0.0809571833157521,NA,NA
"Anaerostipes hadrus",0.0493014681427552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000198734763252137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408695236020064,NA,NA,NA
