Feature	lfc_(Intercept)	lfc_statussc	lfc_age	lfc_loc2	lfc_loc3	lfc_loc4	lfc_abx_useyes	se_(Intercept)	se_statussc	se_age	se_loc2	se_loc3	se_loc4	se_abx_useyes	W_(Intercept)	W_statussc	W_age	W_loc2	W_loc3	W_loc4	W_abx_useyes	p_(Intercept)	p_statussc	p_age	p_loc2	p_loc3	p_loc4	p_abx_useyes	q_(Intercept)	q_statussc	q_age	q_loc2	q_loc3	q_loc4	q_abx_useyes	diff_(Intercept)	diff_statussc	diff_age	diff_loc2	diff_loc3	diff_loc4	diff_abx_useyes	passed_ss_(Intercept)	passed_ss_statussc	passed_ss_age	passed_ss_loc2	passed_ss_loc3	passed_ss_loc4	passed_ss_abx_useyes
s__Lancefieldella_parvula	-0.280284128306898	0.545914749950084	-0.00488903695401936	-0.870761428605864	0.167276248359738	1.72434881762271	-0.262373331589031	0.584233592886332	0.370181852907613	0.0108280666689486	0.488355354627317	0.630733510691851	0.511423337510484	0.344447702780934	-0.479746683038525	1.47472045337222	-0.451515224600484	-1.78304879910731	0.265209070905798	3.37166627165771	-0.761721821544268	0.631996483734354	0.142054222879097	0.652167894177477	0.0762825127057974	0.791155289595905	0.000916485243798804	0.447234107343011	0.843723441061026	0.737428493922304	0.99516899037978	0.195791782611547	0.89805802853195	0.00361894173192348	0.909021489372568	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
s__Prevotella_jejuni	-0.275098609183288	0.392184866843103	-0.00508193736075324	-0.265468247520357	1.54460539290425	1.18097951894854	-0.349190088063406	0.509383308276427	0.339520020937738	0.0104633341039314	0.420687686328147	0.508705002147082	0.47837369910744	0.306337966566961	-0.540062080389176	1.15511558275682	-0.485690059236833	-0.631034033435637	3.03634795487555	2.46873839668034	-1.139885114394	0.589790000637216	0.249501390736447	0.627749510430957	0.528780642796126	0.00273262268995362	0.014447205937936	0.255776682083042	0.833281285303957	0.79287544902852	0.99516899037978	0.697536941522206	0.0526029867816072	0.0383598226627957	0.868761368210527	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
s__Streptococcus_gordonii	-0.0886380785852486	0.437817346776466	0.00719956584412171	0.783850705774533	-0.354012055551396	-0.524470990855446	-0.0247004937442474	0.42855344083377	0.27837287840477	0.00785513228117222	0.382083962973102	0.394357801052357	0.393230362893408	0.26817647652493	-0.206830864344011	1.57277299888337	0.916542915690699	2.05151427889088	-0.897692538620265	-1.33374998562258	-0.0921053705541963	0.836332388032432	0.117201905931637	0.36038127442945	0.0413959940370478	0.37032639853059	0.183658730228034	0.926697757003137	0.954038427829589	0.737428493922304	0.99516899037978	0.141666290704564	0.581941483405213	0.307428744077361	0.997146935636328	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
s__Granulicatella_adiacens	0.434213244200484	0.276305072634437	-0.00391310294236104	0.408238262106215	-0.885848783571119	-0.851399688836691	0.401623818316913	0.412847244209402	0.280412926415656	0.00802092684685603	0.387886391318605	0.400184620005465	0.379240290641213	0.251321515938351	1.05175279789501	0.985350697509823	-0.487861691930885	1.05246863835162	-2.21360027169215	-2.24501380746534	1.59804789023886	0.294099151928515	0.325564569911671	0.6261472603172	0.293771524803353	0.0279121648688307	0.0257899319749954	0.111507777315768	0.614681577203019	0.802869548439771	0.99516899037978	0.452408148197164	0.13866043192903	0.0647343907276999	0.731073391511643	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
s__Actinomyces_bouchesdurhonensis	-0.884027677839967	0.235426958766355	0.0040253201490273	-0.0614589932225374	1.47684838465203	1.95869207136757	0.00777663542743212	0.450535512468713	0.278867137309865	0.00847496762752093	0.357349887386921	0.400355748354113	0.410412196975406	0.254422571333263	-1.96217091300069	0.844226254256553	0.474965843640016	-0.171985483672456	3.6888402145428	4.77249966205303	0.030565823569347	0.0510827454222971	0.399517589075959	0.635312059291323	0.863616964316978	0.000287927690114969	3.43479403645312e-06	0.975645248189034	0.268153207429524	0.837760352452626	0.99516899037978	0.917220775895273	0.0248863893235914	3.77827344009843e-05	0.997146935636328	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Veillonella_parvula	1.01546382703775	0.382229557224841	-0.00925857624921052	-0.829267647458267	-0.442820127847163	-0.55006972846253	-0.0153433513819868	0.438464630250923	0.306900106741822	0.00851676073471642	0.423264976339307	0.38826981977298	0.398721963432515	0.284912985288683	2.31595380100927	1.24545266954367	-1.08710066392617	-1.95921631558169	-1.1404958750234	-1.37958221244471	-0.0538527626827555	0.021498712222816	0.21431474578582	0.278203922858054	0.0513740762053418	0.255342755467691	0.169141831173237	0.957102246660806	0.183933426795203	0.758551655412862	0.99516899037978	0.155129563443581	0.446849822068459	0.289420466674206	0.997146935636328	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
s__Veillonella_rogosae	0.384601222572363	-0.260664893485675	0.00101695356499999	-0.964281572427228	0.28034683997652	0.591159792485558	-0.083382013377632	0.408754252148537	0.283607122483122	0.00807397774858711	0.382653656833984	0.386187572431053	0.357280541071947	0.257490974037468	0.940910634080945	-0.919105596514726	0.125954467137088	-2.51998525352022	0.725934390409651	1.65460954215951	-0.323824994989918	0.347811542555284	0.359075141740391	0.899886220554088	0.0124659795488619	0.468672166462153	0.0994696221827394	0.74638678679049	0.669537219418921	0.819189324323471	0.99516899037978	0.114664479058382	0.693230106619782	0.196388741232588	0.986471750549604	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE
s__Actinomyces_oris	0.360675391622725	0.199534627083275	-0.00347617390087816	-0.559727548453704	-0.400090867540966	-0.322260967038622	0.643712713150993	0.624371242725866	0.396867831893516	0.0113643090788981	0.542496142422328	0.597242930777222	0.527374426721876	0.377489985825986	0.577661761051159	0.502773495476481	-0.305885195197033	-1.03176318628633	-0.669896363646043	-0.611066731168166	1.7052444762011	0.564120309719607	0.615658020528422	0.759999464363844	0.30338703822967	0.503670445235397	0.541825827619185	0.0896489714428589	0.81191147380205	0.860511856419617	0.99516899037978	0.462590137498705	0.708059695943394	0.713172456866277	0.680547252078851	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
s__Haemophilus_sputorum	1.2134759786242	-0.186822839213479	-0.00185728912345074	0.355157790234863	-0.240099062051818	-2.1713569549163	-0.445661567127809	0.56666369619985	0.351369863614387	0.0110125984707814	0.465591886541874	0.572488188118191	0.45921664253774	0.340980643710337	2.14143942299814	-0.531698527846737	-0.168651306808153	0.762809233796475	-0.41939566096733	-4.72839342868079	-1.30699960642457	0.0334130086218861	0.59550771191488	0.86623639792692	0.446449784141471	0.675364016994393	4.19277803919443e-06	0.192669922960761	0.222007732020986	0.860511856419617	0.99516899037978	0.613868453194523	0.812547332946379	4.30458545357295e-05	0.80192346313398	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__sp._3	0.0587881958525662	0.394570459348171	0.000373029887945544	0.171277716709187	-0.105520845207116	-0.151269688195698	0.320374121286333	0.354954334739356	0.246082020448353	0.00668344351752842	0.313631745159063	0.323234898973589	0.283682714204665	0.211637664942649	0.165621856388187	1.60341035330121	0.0558140256541725	0.546110906669607	-0.32645251345752	-0.53323547971472	1.51378593868511	0.8686059542049	0.11027227497165	0.955540387896868	0.585540564795694	0.744390953863606	0.594406415950635	0.131508939348188	0.956886094703527	0.737428493922304	0.99516899037978	0.72938477843537	0.868456112840874	0.768142642580975	0.76992682540271	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
s__Rothia_sp._HMSC065C12	-0.272143948914293	0.00999938206509622	-0.00372354427738835	0.841350529230347	0.598234837479919	0.741100690087854	0.383298979377854	0.459865597299126	0.282312011763979	0.00842844949738565	0.380783111959664	0.413263465649828	0.39331347751555	0.278388248860698	-0.591790189378469	0.0354196125153045	-0.44178283070253	2.20952690076095	1.44758704120926	1.88424941542603	1.3768504272235	0.55460997516198	0.971777856645024	0.659088328425865	0.0281883001431154	0.149182411173521	0.0608743499385513	0.169983844569429	0.805754114857971	0.984169390997974	0.99516899037978	0.127676418295287	0.323578750996087	0.126636955217335	0.76992682540271	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
s__Streptococcus_sp._HSISS2	-0.254403851890776	0.381313360321295	0.00157295471673319	0.693039458669041	1.012202228204	0.0433260886946999	-0.0348621677961243	0.569932297721486	0.36484936289817	0.0102768903376931	0.453871703318669	0.544349447947039	0.462764580439562	0.339118646960208	-0.44637556584852	1.04512546573288	0.15305745853529	1.52695013503067	1.85947139658435	0.0936244702512585	-0.10280227321211	0.655788115080531	0.297172248275602	0.878500633695709	0.128285332282802	0.0643657196711318	0.9254971611698	0.918218470904739	0.855859065444083	0.802869548439771	0.99516899037978	0.270629331117144	0.215357153030291	0.976209334384583	0.997146935636328	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
s__Rothia_dentocariosa	0.638273924601842	0.310718093621206	0.00528555844880762	-0.554564181546239	-1.09229167744279	-0.974139340031494	-0.184435819243095	0.608415393448327	0.38938807059596	0.0113336264523208	0.511079454035361	0.608049420407	0.513361428703511	0.37429878008927	1.04907589695304	0.797965107522812	0.466360742613438	-1.08508408461255	-1.7963863475302	-1.89757018265216	-0.492750254753989	0.29536647216249	0.425805201260878	0.641447710087782	0.279146509293772	0.0738911706338079	0.0591444893409683	0.622711328843822	0.614681577203019	0.84549969650851	0.99516899037978	0.434227903345868	0.217491119293875	0.126503491090404	0.986471750549604	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
s__Streptococcus_timonensis	0.100789012956778	-0.012294195201081	-0.0129272001737422	1.08336988533687	0.492548856554538	0.811716439854736	0.291883490005611	0.442578835791813	0.279973569707193	0.00841036763450274	0.358472105371944	0.404609808001481	0.379479608766551	0.267043104998536	0.227731208105462	-0.0439119850275106	-1.53705530311298	3.02218741459056	1.21734284936745	2.13902518370648	1.09302013248839	0.820068652806561	0.965014757002485	0.125729893314364	0.00280980322853466	0.224789909866076	0.0335455156562479	0.275591320231361	0.949553176933912	0.984169390997974	0.99516899037978	0.072118282865723	0.415867625890876	0.0782728698645784	0.868761368210527	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
s__Lautropia_mirabilis	0.638377237082989	-1.1560712970273	0.00511835810439048	-0.529625412022858	-1.01524607701454	-1.44252425970059	1.08025683747891	0.672492463843561	0.438784303730606	0.0131571512407806	0.544769106659835	0.697460200666936	0.642397693760022	0.420600906643886	0.949270469789965	-2.63471433959287	0.389017197623002	-0.972201627346625	-1.45563298958668	-2.24553150441332	2.56836545146476	0.343871371791347	0.00922280480235284	0.697764992891	0.332373308637289	0.147394116427324	0.0260618975656974	0.0111043122795986	0.669537219418921	0.202901705651762	0.99516899037978	0.491394042037524	0.323578750996087	0.0647343907276999	0.427516022764546	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_sp._HMSC067H01	0.0812869994744168	-0.0424453826634283	-0.00190755783399651	0.721553706232191	-0.110230677879304	0.0330108405233853	0.320292804785703	0.376242141601478	0.242649986113266	0.00704308619534695	0.309807484866045	0.356461975176179	0.308474522130882	0.225907213684702	0.216049693764813	-0.174924315238226	-0.270841188236024	2.3290389725225	-0.30923544601026	0.107013183115911	1.41780689319968	0.829150110585563	0.861300717116963	0.786768274670595	0.020768222420919	0.757436437145739	0.914876488334278	0.157668411893188	0.952903858434154	0.954246837669153	0.99516899037978	0.12178930947178	0.877031664063487	0.974680667387301	0.76992682540271	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Streptococcus_sp._Marseille_Q3533	-0.34502251634311	-0.128944830089901	0.00306741194254969	0.937935066763611	0.235711815650752	0.534073770081462	0.191107547863715	0.447530898599459	0.293260154029632	0.00875870281608656	0.379163765747786	0.420696897347212	0.384819366263835	0.274384642735067	-0.770946804841526	-0.439694340734992	0.35021304032784	2.47369382702964	0.56028893280906	1.38785574974233	0.696495058756766	0.44158486184187	0.660600147751162	0.726521671838968	0.0141469162474627	0.575865717928975	0.166617555537085	0.486871157678612	0.729478793349139	0.860511856419617	0.99516899037978	0.114664479058382	0.745237987908086	0.289420466674206	0.949090611170965	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Rothia_sp._HMSC072B04	0.0429471725827055	-0.0631286798879596	-0.002973763899223	0.37465428558602	0.275867706375903	0.284063686676584	0.399431116643096	0.44935388933669	0.294038088975102	0.00851737006309066	0.388604030420164	0.404647414965806	0.388259911776114	0.277460156711062	0.0955753885787027	-0.214695586235105	-0.349141093693881	0.964102933211831	0.681748347259835	0.731632800762565	1.43959810798727	0.923945610468007	0.830205364912115	0.727320389181594	0.336062558055907	0.496121731377003	0.465178462002893	0.151415535206681	0.956886094703527	0.940085486738718	0.99516899037978	0.491394042037524	0.707432839185726	0.63396002786235	0.76992682540271	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Veillonella_tobetsuensis	0.341423587668957	0.115942923016264	-0.00308816103376198	-0.825873723790085	0.194487994540926	0.714255811358196	-0.163525568224482	0.437275412396887	0.287635168627279	0.00842433709048795	0.367271417310756	0.392960670624753	0.380190502365765	0.266752723627597	0.780797588863901	0.403090218659958	-0.366576147249482	-2.24867410003566	0.494929923220349	1.87867873319739	-0.613023049964331	0.435800815624053	0.687291937270214	0.714304277231007	0.0255715510077693	0.621167012119872	0.0616738418266241	0.540524429252975	0.729478793349139	0.860511856419617	0.99516899037978	0.123421090141825	0.780867626562417	0.126636955217335	0.986471750549604	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
s__Alloprevotella_tannerae	0.0553972085986851	0.88477035194911	0.00721700369980152	-1.57477685533185	-0.506040374559619	-0.205496663092652	0.0213070056231515	0.594145205321385	0.373773287304745	0.0107174244532964	0.482591007643945	0.598791739127985	0.538400170767929	0.358791960177322	0.0932385014682052	2.36713104440698	0.673389743146893	-3.26317073958766	-0.845102464667534	-0.381680159572662	0.0593854043235004	0.92581836435601	0.018994239428017	0.501567892355659	0.0013196221162485	0.399181807039851	0.70315132051733	0.952711384812041	0.956886094703527	0.243759405992885	0.99516899037978	0.0524307054750943	0.602686257687618	0.852640183934401	0.997146935636328	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
s__sp._4	0.902463701951952	0.372698130215774	-0.00754372279793341	-0.820240137354629	0.0499800398424545	-0.424113497209813	-0.174233531490471	0.372971245784224	0.264880882200099	0.00754833868397594	0.351854938042765	0.331787259965678	0.329926609792836	0.235782471284109	2.41966026108634	1.40704050484937	-0.999388489807389	-2.33118836392439	0.150638815509748	-1.28547829917726	-0.738958797664506	0.0163549120472213	0.160839462173869	0.318714539406418	0.0206565878620207	0.880399931508756	0.19998909565704	0.460726894465563	0.167910430351473	0.737428493922304	0.99516899037978	0.12178930947178	0.927750220793285	0.327641709906215	0.909640278816624	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
s__Neisseria_sp._HMSC071A01	0.993676304844499	-0.210849475000173	-0.00602059435450614	-0.110402182424649	-0.668353481331307	-1.19280236365476	0.11162465456856	0.511981236468039	0.349074728299718	0.010764818550588	0.45145067371162	0.513413435594859	0.475590051665561	0.332569049270765	1.94084516006776	-0.604023889174628	-0.559284332217309	-0.244549823166667	-1.30178416651081	-2.50804733925248	0.33564354474153	0.0537967390945098	0.546567734573695	0.576644127361506	0.807076042849411	0.194608795862416	0.0130002478244338	0.737520014374353	0.268153207429524	0.860511856419617	0.99516899037978	0.884250866998619	0.384227622600156	0.0351234765782947	0.986471750549604	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
s__Megasphaera_micronuciformis	1.05384478311526	0.37070056254087	-0.0167905161995522	-1.80219576800361	0.35425494553181	-0.318111190303211	-0.595358755678211	0.537811554951401	0.374512628088766	0.0112275956206226	0.448480013154524	0.572665935298946	0.54306225121822	0.348079022105393	1.95950565474646	0.989821262990917	-1.49546855505837	-4.01845280757843	0.618606632061815	-0.58577297462604	-1.71041263008934	0.0520544491969228	0.323981397047863	0.137059146525188	9.55585751882195e-05	0.537187942909722	0.558977980439307	0.0894206134870897	0.268153207429524	0.802869548439771	0.99516899037978	0.0073580102894929	0.722229570835337	0.729513635488587	0.680547252078851	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
s__Neisseria_meningitidis	0.476119450135162	0.147621625414883	0.00392366232757983	0.18689130312477	-0.601473250403035	-1.36080466079032	0.126640930205607	0.488896304146403	0.338793258243398	0.0095117833017021	0.435076543936006	0.499765122394066	0.45230561342455	0.336571008727366	0.973865922276609	0.435727753793812	0.412505437006508	0.429559592971896	-1.20351185677333	-3.00859556105711	0.376268088818639	0.331259771468314	0.663488296589085	0.680395901951986	0.667962822637094	0.230152852941301	0.00295017030843173	0.707102966925145	0.662519542936627	0.860511856419617	0.99516899037978	0.787253857744851	0.416982815917181	0.0095735049342822	0.986471750549604	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Alloprevotella_sp._oral_taxon_473	1.25491439577466	0.572856818889259	-0.00929238233791777	-0.433418519586853	-1.32415698780467	-2.12020271638595	-0.0636170331517339	0.53451274282766	0.373796335208573	0.01104175126578	0.498000758640184	0.609323994869812	0.50543282145135	0.351516123121204	2.34777264455093	1.53253728014645	-0.841567801542156	-0.87031698660525	-2.17315746458925	-4.19482595193914	-0.180978990627404	0.0201173601497202	0.127377201577942	0.401293863275887	0.385439242781244	0.0312484643725809	4.52528130621397e-05	0.856614552040188	0.182239615473936	0.737428493922304	0.99516899037978	0.548648714750463	0.139586321950352	0.000316769691434978	0.997146935636328	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
s__Prevotella_salivae	-0.168428755520463	0.307380543505024	-0.00377500330870455	-0.848433116680557	0.887028695482328	0.912420605549314	0.0834544672217256	0.503375813666153	0.32203391214384	0.00928134182808181	0.395064774222988	0.521717481378656	0.440150943381585	0.300216331439577	-0.334598427154801	0.954497436182216	-0.406730339063995	-2.14757976929037	1.70020888151634	2.07297205485778	0.277981103897813	0.738297105298415	0.34104470165512	0.684663846190096	0.0330138901769403	0.0907279170323806	0.0395242380327375	0.781329125941171	0.922508545252495	0.805764902608461	0.99516899037978	0.135098021903137	0.240898262465286	0.0895107743682585	0.986471750549604	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_sp._UMB0029	0.659885255201784	0.393392607218162	-0.00271642020445214	0.52901220951015	-0.740917368082501	-1.35801358370589	-0.0309080062564574	0.466575087782595	0.318308284032158	0.00927355165405831	0.409744927639623	0.445821290341123	0.421682807900434	0.296876279080366	1.41431737887657	1.23588554540547	-0.292921235119596	1.29107689644281	-1.66191562434262	-3.22046229597897	-0.104110730409991	0.158715228171052	0.217849700480791	0.769864871480602	0.19806346726228	0.0979870022025961	0.00147823168544697	0.917178528630194	0.479257747810627	0.758551655412862	0.99516899037978	0.358844399510484	0.254062712650317	0.00542018284663889	0.997146935636328	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Solobacterium_moorei	-2.23498393652766	0.596994199380097	0.0170817333088128	-0.0464308228095239	0.90389839897866	2.70652791954671	-0.192682340420502	0.437078145275443	0.309149274626558	0.00963552528878522	0.401032259275093	0.515958215995464	0.428279328524261	0.291703474941988	-5.11346531664079	1.93108717496182	1.7727869313668	-0.115778274030753	1.75188294508446	6.31953900010235	-0.660541806911355	9.70903269775313e-07	0.055396709795548	0.0783351510445041	0.907986280011536	0.0818792960932074	2.95703418352809e-09	0.509939980709472	7.47595517726991e-05	0.56873955390096	0.99516899037978	0.944102616878193	0.229262029060981	1.13845816065831e-07	0.969515518879738	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
s__sp._5	0.456971886237527	0.209437902960015	0.00639700793130738	-0.150969136328002	-1.26742107288896	-1.61395549543582	0.505610496300141	0.491916225182676	0.340500060266466	0.00994656422108327	0.421075271560261	0.503607705862249	0.439693373924947	0.322714704740428	0.928962825057921	0.61508918029593	0.64313744818014	-0.358532420506666	-2.51668324002102	-3.67063865672744	1.56674142477277	0.353974905075619	0.539161774051509	0.520836552005403	0.720305079780503	0.0125940677817581	0.000306851235652985	0.118680745375267	0.670458384430578	0.860511856419617	0.99516899037978	0.809686002089033	0.102078233599513	0.00138985559678117	0.731073391511643	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Peptostreptococcus_stomatis	-1.30460003146574	0.144381557439968	-0.00676250464615122	1.19590661674972	0.737716826987937	2.90481500938838	0.297768220866073	0.48937184342693	0.330187941211633	0.00979459561417558	0.405661940916593	0.507519140565668	0.478226274899385	0.305599715543343	-2.66586655727882	0.437270837057695	-0.690432245754378	2.94803750642116	1.45357439359961	6.07414347946384	0.974373357438028	0.00852659016764994	0.662548055307352	0.490996501793275	0.00371372691066812	0.148167344230529	9.92494010319807e-09	0.331450415592027	0.119372262347099	0.860511856419617	0.99516899037978	0.0751069680260212	0.323578750996087	2.18348682270357e-07	0.909021489372568	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Veillonella_nakazawae	0.336450961600137	0.322430694662322	-0.00935274698103107	-0.557457321512707	0.782410036012225	0.485666056288843	0.00101047797548951	0.452475751387028	0.311089162824998	0.00897313756391919	0.426120575716964	0.425125554256166	0.416526736840995	0.282250632027174	0.743577883607627	1.03645749576852	-1.0423050927736	-1.30821498251936	1.84042109014405	1.16599011139648	0.00358007338453799	0.457966971002094	0.301186447635546	0.298474410434855	0.192237329195022	0.0671243074380128	0.244947298588742	0.997146935636328	0.729478793349139	0.802869548439771	0.99516899037978	0.356681309590763	0.215357153030291	0.388885401883158	0.997146935636328	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
s__Streptococcus_sp._F0442	-0.350052454555863	-0.198672379307291	0.00242581420889025	0.888923835076024	0.727787662419812	0.93870903834676	-0.091573183704543	0.423113022905506	0.271118948355654	0.0076292433634772	0.356671170397554	0.406364997442905	0.364346399317771	0.258983786576992	-0.827326117622337	-0.732786773157118	0.317962620055239	2.4922783472665	1.7909703517761	2.57641914426619	-0.353586550397122	0.408965305524009	0.464482950815434	0.750820478035856	0.0134442601189446	0.0746982245267814	0.0106493978851601	0.723993625792662	0.729478793349139	0.84549969650851	0.99516899037978	0.114664479058382	0.217491119293875	0.0298183140784484	0.986471750549604	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_sp._HPH0090	-0.0601105008932292	0.139994502833672	-0.000296128154203719	0.454376491742734	0.132307902306513	0.0424823503492415	0.339780703714805	0.402614608175304	0.265801489342445	0.00743823091107695	0.34244331480446	0.40236925771328	0.344397502499716	0.250635253510196	-0.149300347460459	0.526688180641872	-0.0398116377057786	1.3268662931913	0.328822095053776	0.123352666732177	1.35567801798075	0.881455303796306	0.598948099302697	0.968279901493865	0.18594743658416	0.742607276741779	0.901942011655104	0.176610843608066	0.956886094703527	0.860511856419617	0.99516899037978	0.349218356511714	0.868456112840874	0.974680667387301	0.777087711875491	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Prevotella_intermedia	0.552379538333887	0.239465590563022	-0.00596686728613178	-0.964245980634344	0.186116305949392	0.05435170181184	0.0628461006433166	0.518818511336504	0.332453605704211	0.00920402421269085	0.431288507366086	0.511277210876997	0.455132540659111	0.319567651371016	1.06468741238806	0.72029776923544	-0.648288960159888	-2.23573307464897	0.364022299429591	0.119419503015823	0.196659769453175	0.288269837249758	0.472162168180077	0.517523551839983	0.0264473764589625	0.716216526100592	0.905059956684831	0.844288621633104	0.614681577203019	0.84549969650851	0.99516899037978	0.123421090141825	0.855018178445668	0.974680667387301	0.997146935636328	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
s__Rothia_aeria	0.269287551588987	-0.16742073714723	0.00795638940263783	0.190115647940387	-1.01799912362991	-0.396652875284663	-0.0616098672000627	0.576674909499323	0.339414262520095	0.0107082540365303	0.476190038187397	0.519881975166626	0.447591596774952	0.339587430299553	0.466965958034807	-0.493263706434016	0.743014629228565	0.399243227901317	-1.95813506191215	-0.886193749263124	-0.181425640948242	0.641010666260649	0.622344158925453	0.458307174392976	0.690121649646505	0.0515448547454515	0.376531660071953	0.856209319895851	0.843723441061026	0.860511856419617	0.99516899037978	0.793124880937028	0.181030184055844	0.538749390564787	0.997146935636328	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Streptococcus_sp._HMSC034E03	0.245510908579732	-0.00820137352507221	-0.00387837960542205	0.636205062848134	0.08285098739435	-0.162250386168696	0.18450588815608	0.367049026442703	0.231038475977296	0.00678148446193537	0.301854399217097	0.360415306247899	0.307726624150879	0.218745251600189	0.668877699960489	-0.0354978688739193	-0.57190717271292	2.10765542757775	0.229876439646445	-0.527254951099531	0.843473797974411	0.504281182472713	0.971715228120644	0.567974101500427	0.036203368772842	0.818403333865137	0.598552708504656	0.399888066311945	0.767807679875753	0.984169390997974	0.99516899037978	0.135098021903137	0.899248738172957	0.768142642580975	0.909021489372568	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
